Atletico de Kolkata,Sports,https://www.facebook.com/atleticodekolkata
Delhi Daredevils,Sports,https://www.facebook.com/DelhiDynamosFC
Sachin Tendulkar,Cricketer,https://www.facebook.com/SachinTendulkar
Sourav Ganguly Official,Cricketer,https://www.facebook.com/OfficialSCGanguly
MS Dhoni,Cricketer,https://www.facebook.com/CircleofCricket.MSDhoni
Virat Kohli,Cricketer,https://www.facebook.com/virat.kohli
Gautam Gambhir,Cricketer,https://www.facebook.com/CircleofCricketGautamGambhir
Virender Sehwag,Cricketer,https://www.facebook.com/CircleofCricket.VirenderSehwag
Shikhar Dhawan,Cricketer,https://www.facebook.com/shikhardhawanofficialpage
Rohit Sharma,Cricketer,https://www.facebook.com/RohitSharmaOfficialPage
Ajinkya Rahane,Cricketer,https://www.facebook.com/ajinkyarahaneofficial
Suresh Raina,Cricketer,https://www.facebook.com/official.sureshraina
Ravindra Jadeja,Cricketer,https://www.facebook.com/ImRavindraJadeja
Zaheer Khan,Cricketer,https://www.facebook.com/imzaheerkhan
Ishant Sharma,Cricketer,https://www.facebook.com/CircleofCricket.IshantSharma
Harbhajan Singh,Cricketer,https://www.facebook.com/CircleofCricket.HarbhajanSingh
Yuvraj Singh,Cricketer,https://www.facebook.com/yuvirajsinghofficial
Parthiv Patel,Cricketer,https://www.facebook.com/ParthivPatelOfficial
Unmukt Chand,Cricketer,https://www.facebook.com/Unmuktchandofficial
Irfan Pathan,Cricketer,https://www.facebook.com/OfficialIrfanPathan
Yusuf Pathan,Cricketer,https://www.facebook.com/OfficialYusufPatan
Umesh Yadav,Cricketer,https://www.facebook.com/yadavumesh
Sanjay Bangar,Cricketer,https://www.facebook.com/CircleOfCricket.SanjayBangar
Karn Sharma,Cricketer,https://www.facebook.com/CircleofCricket.KarnSharma
Amit Mishra,Cricketer,https://www.facebook.com/CircleofCricket.AmitMishra
R P Singh,Cricketer,https://www.facebook.com/CircleofCricket.RPSingh
Sree Santh,Cricketer,https://www.facebook.com/sreesanth36
Murali Kartik,Cricketer,https://www.facebook.com/CircleofCricket.MuraliKartik
Manoj Tiwary,Cricketer,https://www.facebook.com/CircleofCricket.ManojTiwary
Saina Nehwal,Sports Person,https://www.facebook.com/SainaNehwal.OGQ
Saina Mirza,Sports Person,https://www.facebook.com/sania.mirza
Vijender Singh,Sports Person,https://www.facebook.com/vijendersinghboxer
Jwala Gutta,Sports Person,https://www.facebook.com/GuttaJwala1
Ashwini Ponnappa,Sports Person,https://www.facebook.com/AshwiniPonnappa
Samsung In,Electronics,https://www.facebook.com/samsungIN
LG India Page,Electronics,https://www.facebook.com/lgindiapage
Videocon,Electronics,https://www.facebook.com/VIDEOCON
Sony India,Electronics,https://www.facebook.com/SonyIndia
Panasonic India,Electronics,https://www.facebook.com/panasonicindia
Haier India,Electronics,https://www.facebook.com/HaierIndia
HP India,Electronics,https://www.facebook.com/HPindia
Philips India,Electronics,https://www.facebook.com/PhilipsIndia
Godrej Appliances,Electronics,https://www.facebook.com/GodrejAppliances
Lenovo India,Electronics,https://www.facebook.com/LenovoIndia
Dell India,Electronics,https://www.facebook.com/dellindia
Intel India,Electronics,https://www.facebook.com/IntelIndia
Asus India,Electronics,https://www.facebook.com/AsusIndia
Whirlpool India Official,Electronics,https://www.facebook.com/WhirlpoolIndiaOfficial
IFB Appliances,Electronics,https://www.facebook.com/IFBappliances
Nikon India,Electronics,https://www.facebook.com/NikonIndia
Canon India,Electronics,https://www.facebook.com/canonindia
Fujifilm India,Electronics,https://www.facebook.com/fujifilmindia
Airtel India,Telecom,https://www.facebook.com/AirtelIndia
Vodofone India,Telecom,https://www.facebook.com/vodafoneIN
Aircel,Telecom,https://www.facebook.com/aircel
Idea,Telecom,https://www.facebook.com/Idea
MTS India,Telecom,https://www.facebook.com/MTSIndia
Tata Docomo,Telecom,https://www.facebook.com/tatadocomo
Reliance Mobile,Telecom,https://www.facebook.com/RelianceMobile
Videocon Telecom,Telecom,https://www.facebook.com/VideoconTelecom
Hero Moto Corp India,Automobiles,https://www.facebook.com/HeroMotoCorpIndia
Honda Car India,Automobiles,https://www.facebook.com/HondaCarIndia
My Pulsar,Automobiles,https://www.facebook.com/mypulsar
TVS Apache Official,Automobiles,https://www.facebook.com/TVSApacheOfficial
Mahindra XUV 500,Automobiles,https://www.facebook.com/MahindraXUV500
Mahindra Scorpio,Automobiles,https://www.facebook.com/MahindraScorpio
Mahindra Bolero,Automobiles,https://www.facebook.com/MahindraBolero
Maruti Suzuki Swift,Automobiles,https://www.facebook.com/marutisuzukiswift
Ritz by maruti,Automobiles,https://www.facebook.com/ritzbymaruti
Hyundai India,Automobiles,https://www.facebook.com/HyundaiIndia
BMW India,Automobiles,https://www.facebook.com/bmwindia
Audi India,Automobiles,https://www.facebook.com/audiindia
Volkswagen India,Automobiles,https://www.facebook.com/Volkswagenindia
Mecedes Benz India,Automobiles,https://www.facebook.com/MercedesBenzIndia
Toyota Fortuner,Automobiles,https://www.facebook.com/ToyotaFortuner
Toyota India,Automobiles,https://www.facebook.com/ToyotaIndia
Toyota Innova India,Automobiles,https://www.facebook.com/ToyotaInnovaIndia
Toyota Etios,Automobiles,https://www.facebook.com/ToyotaEtios
Tata Safari,Automobiles,https://www.facebook.com/tatasafari
Tata Nano Page,Automobiles,https://www.facebook.com/TataNanoPage
Skoda India,Automobiles,https://www.facebook.com/SkodaIndia
Suzuki two wheelers,Automobiles,https://www.facebook.com/Suzuki2Wheelers
Vespa India,Automobiles,https://www.facebook.com/vespaindia
Nissan India,Automobiles,https://www.facebook.com/nissanindia
Renault India,Automobiles,https://www.facebook.com/RenaultIndia
Ford India,Automobiles,https://www.facebook.com/FordIndia
Ford Fiesta,Automobiles,https://www.facebook.com/fordfiesta
Ford Figo,Automobiles,https://www.facebook.com/FordFigo
ICICI Bank,Banks/Financial Institutions,https://www.facebook.com/icicibank
HDFC Bank,Banks/Financial Institutions,https://www.facebook.com/HDFC.bank
IDBI Bank,Banks/Financial Institutions,https://www.facebook.com/IDBIBank
Citibank India,Banks/Financial Institutions,https://www.facebook.com/citiindia
State Bank of India,Banks/Financial Institutions,https://www.facebook.com/StateBankOfIndia
Aviva,Banks/Financial Institutions,https://www.facebook.com/AvivaIndia
LIC India Forever,Banks/Financial Institutions,https://www.facebook.com/LICIndiaForever
American Express,Banks/Financial Institutions,https://www.facebook.com/AmericanExpressIndia
Standard Chartered India,Banks/Financial Institutions,https://www.facebook.com/StandardCharteredIN
The Muthhoot Group,Banks/Financial Institutions,https://www.facebook.com/TheMuthootGroup
Kotak Bank,Banks/Financial Institutions,https://www.facebook.com/KotakBank
Yes Bank,Banks/Financial Institutions,https://www.facebook.com/YESBANK
Axis Bank,Banks/Financial Institutions,https://www.facebook.com/axisbank
Max Life,Banks/Financial Institutions,https://www.facebook.com/maxlife
Max Bupa Health Insurance,Banks/Financial Institutions,https://www.facebook.com/MaxBupaHealthInsurance
Century Plyboards (I) Limited,Interiors/Decor,https://www.facebook.com/CenturyPlyOfficial
"Greenlam Laminates
",Interiors/Decor,https://www.facebook.com/GreenlamLaminate
"Godrej Interio
",Interiors/Decor,https://www.facebook.com/godrejinterio
Durian Furniture,Interiors/Decor,https://www.facebook.com/DurianFurniture
Kohler India,Interiors/Decor,https://www.facebook.com/India.Kohler
Cera,Interiors/Decor,https://www.facebook.com/Cera.India
Hindware,Interiors/Decor,https://www.facebook.com/hindware
Faber India,Interiors/Decor,https://www.facebook.com/FaberIndia
Home Saaz,Interiors/Decor,https://www.facebook.com/homesaaz.in
Maspar,Interiors/Decor,https://www.facebook.com/masparhome
Bombay Dyeing,Interiors/Decor,https://www.facebook.com/BombayDyeing
Volini,Healthcare,https://www.facebook.com/RanbaxyVolini
Revital,Healthcare,https://www.facebook.com/MyRevital
Revital Woman,Healthcare,https://www.facebook.com/RevitalWoman
Apollo Hospitals,Healthcare,https://www.facebook.com/TheApolloHospitals
Kaya Skin Clinic,Healthcare,https://www.facebook.com/kayaskinclinics
Max Healthcare,Healthcare,https://www.facebook.com/MaxHealthcareHospitals
Narayana Health,Healthcare,https://www.facebook.com/NarayanaHealth
Fortis Healthcare,Healthcare,https://www.facebook.com/fortishealth
Ayurveda Home Remedies,Healthcare,https://www.facebook.com/ayurvedahomeremedies
Medanta - The Medicity,Healthcare,https://www.facebook.com/medanta
SRL Diagnostics,Healthcare,https://www.facebook.com/srlcare
I Pledge for Good Health,Healthcare,https://www.facebook.com/PledgeForGoodHealth
Metropolis Labs,Healthcare,https://www.facebook.com/MetropolisLab
Suburban Diagnostics,Healthcare,https://www.facebook.com/SuburbanDiagnostics
Dr. Batra's,Healthcare,https://www.facebook.com/DrBatrasHealthcare
Bakson's Homoeopathy,Healthcare,https://www.facebook.com/BaksonsIndia
Wockhardt Hospitals,Healthcare,https://www.facebook.com/WockhardtHospitals
Wockhardt Foundation,Healthcare,https://www.facebook.com/WockhardtFoundation
Sharda University,Education/Career,https://www.facebook.com/shardauniversity
NIIT,Education/Career,https://www.facebook.com/NIIT4u
Jetking,Education/Career,https://www.facebook.com/JetkingOfficial
RICS School of Built Environment,Education/Career,https://www.facebook.com/ricssbe.org
IIPM,Education/Career,https://www.facebook.com/iipmbschool
Amity University,Education/Career,https://www.facebook.com/amityuni
SRM University,Education/Career,https://www.facebook.com/SRMUniversityOfficial
Pagalguy.com,Education/Career,https://www.facebook.com/PaGaLGuy
Shiksha,Education/Career,https://www.facebook.com/shikshacafe
Frankfinn - Fly High,Education/Career,https://www.facebook.com/FrankfinnFlyHigh
Galgotias University,Education/Career,https://www.facebook.com/GalgotiasUniversity
Naukri.com,Education/Career,https://www.facebook.com/Naukri
Shine.com,Education/Career,https://www.facebook.com/shinedotcom
TimesJobs.com,Education/Career,https://www.facebook.com/TimesJobs
Monster India,Education/Career,https://www.facebook.com/monsterindia
Maya Academy of Advanced Cinematics,Education/Career,https://www.facebook.com/maacindia
Borosil And You,Kitchenware,https://www.facebook.com/borosilandyou
Milton,Kitchenware,https://www.facebook.com/milton.in
Prestige,Kitchenware,https://www.facebook.com/PrestigeSocial
Tupperware India,Kitchenware,https://www.facebook.com/TupperwareIndia
